0.3542,0.3960,0.4238,0.4461,0.4678,0.4860
0.3576,0.3999,0.4281,0.4505,0.4725,0.4909
0.3612,0.4040,0.4323,0.4549,0.4770,0.4956
0.3649,0.4081,0.4367,0.4597,0.4818,0.5006
0.3685,0.4122,0.4414,0.4647,0.4871,0.5057
0.3723,0.4164,0.4459,0.4695,0.4918,0.5103
0.3762,0.4210,0.4507,0.4742,0.4965,0.5153
0.3804,0.4259,0.4557,0.4793,0.5016,0.5206
0.3845,0.4302,0.4603,0.4841,0.5065,0.5255
0.3885,0.4350,0.4653,0.4890,0.5117,0.5307
0.3929,0.4400,0.4706,0.4945,0.5172,0.5361
0.3974,0.4451,0.4759,0.4998,0.5226,0.5412
0.4020,0.4503,0.4812,0.5054,0.5279,0.5465
0.4069,0.4557,0.4866,0.5107,0.5332,0.5516
0.4117,0.4610,0.4921,0.5162,0.5387,0.5568
0.4164,0.4663,0.4977,0.5219,0.5442,0.5623
0.4211,0.4715,0.5029,0.5270,0.5492,0.5670
0.4264,0.4772,0.5086,0.5328,0.5547,0.5724
0.4316,0.4829,0.5143,0.5383,0.5599,0.5776
0.4371,0.4886,0.5198,0.5435,0.5651,0.5823
0.4427,0.4941,0.5255,0.5489,0.5700,0.5870
0.4482,0.4994,0.5310,0.5544,0.5746,0.5913
0.4541,0.5056,0.5364,0.5592,0.5792,0.5955
0.4591,0.5108,0.5415,0.5635,0.5830,0.5991
0.4648,0.5164,0.5461,0.5680,0.5869,0.6025
0.4704,0.5216,0.5508,0.5719,0.5903,0.6054
0.4757,0.5259,0.5544,0.5748,0.5926,0.6071
0.4805,0.5300,0.5576,0.5773,0.5944,0.6083
0.4849,0.5337,0.5604,0.5794,0.5954,0.6086
0.4889,0.5364,0.5619,0.5799,0.5951,0.6078
0.4924,0.5383,0.5623,0.5791,0.5935,0.6052
0.4947,0.5387,0.5615,0.5768,0.5899,0.6006
0.4954,0.5368,0.5577,0.5718,0.5837,0.5933
0.4935,0.5323,0.5513,0.5637,0.5741,0.5826
0.4886,0.5240,0.5406,0.5515,0.5602,0.5672
0.4789,0.5094,0.5236,0.5322,0.5393,0.5448
0.4617,0.4867,0.4973,0.5036,0.5088,0.5127
0.4308,0.4489,0.4560,0.4599,0.4630,0.4652
0.3743,0.3841,0.3875,0.3891,0.3902,0.3910
0.2511,0.2535,0.2541,0.2542,0.2544,0.2545
