x,y
403.40232343811715,321.4073705140913
286.2139274627973,479.3072944138894
399.1265475471901,188.6890574792764
427.6004693365354,502.6263966211854
449.9502095765608,293.753475850472
440.97963234575184,536.9710182555968
456.798337330756,349.8836438923691
346.36465047438065,559.0941670884005
379.39312921168226,510.74857093156965
330.26708649774196,296.30162066058506
472.3564043987073,555.841268663736
369.5329617840482,323.9583590696114
420.9845772290242,493.8355797700336
338.019145196562,349.80185964496025
352.4575020822946,308.0444254154071
537.1512606110252,354.51336181232267
435.21858758898617,340.6605747943515
466.58639500174905,496.4574034047216
334.1668368185233,363.78794140027566
309.80518960135464,498.38995704077905
399.7736628805437,272.25319554548116
387.31711829205574,709.4308558251289
445.14515731212833,465.9859722160865
256.62251785159964,537.4330238957876
414.5342896382485,534.5526963686117
343.7274142257285,452.05480264095763
458.3326945001108,566.683284152623
415.8169484685653,297.9606317834593
407.40983864201377,535.9983315537295
496.10730720021905,309.1748831300408
492.35941095564357,520.6796891389837
435.91568972713264,315.2659286482352
449.25538755492954,318.06828452886236
498.63299061537936,472.3469916574937
294.95827497247717,146.54322314882106
605.1374048024916,328.6988429129042
287.2960216844888,616.42846414434
236.98311307061357,349.0641800894739
366.0553153490585,322.5730434268649
529.8698501847015,278.80844587822884
480.4563366887096,336.2264414016317
387.7171444932684,263.11942004082
427.661549355214,207.63042246847442
35.492826742710804,323.7241163822184
91.70176735074467,3.1591333459836433
293.2801374057082,304.30429761170876
465.96395739057954,609.7626905205004
428.57006788262123,628.9374798992097
390.56105198044395,607.7419499242981
300.7758152110977,347.4888091390779
374.4508473772257,523.8127817449658
647.8092853137057,266.45602850070406
405.49174794437386,288.2968935557988
327.1661018908474,343.31720983088053
426.2400136191698,487.1612355267198
275.74257522998715,115.29632068968303
508.9323003884581,238.2765221569116
454.1661441206113,313.35140629072214
90.48800121799957,583.3874922674217
329.1833130879993,290.68220224852854
466.1710485674918,275.0899803650388
354.4706411530889,156.25899243220437
379.9827518314048,533.9852827525934
331.49480208571345,324.74235288047385
393.06273195610464,269.6020958207304
117.20213581888702,567.9051479980308
622.2922361489103,554.3810758539207
458.86723538761987,488.0510109521291
419.14094781219484,455.38611079550736
462.3481221229646,535.6504571028692
530.71083266733,779.107021669354
463.2431639964545,304.6311472177059
352.0026708619742,587.4427882813943
252.6413978274051,546.0415775693452
481.16669998403904,284.4118980166455
406.5783786619275,554.6822798400735
328.4125052524599,519.7603512539641
285.0842598277016,244.63658332359577
478.2071166832316,541.1460491525869
311.7810898552843,214.1948732293683
539.7384440740685,309.43719325931556
668.6555292561886,609.8272988206709
411.57429320760536,197.25258754298528
442.5877134105364,329.9799040460971
398.2585847620207,288.49559277015356
304.729745579034,341.69663887255564
336.6826813658619,676.141459857207
435.3830990254388,346.5656505339263
198.42839777127307,189.278206685766
553.5904242044331,745.1509406909898
448.97464232507286,485.693892417403
412.5500685084397,503.1084017926094
539.0513014405997,214.1175631760269
423.3997267235831,347.85928900396044
105.46343110498174,76.52141856204496
500.40017546791233,621.2442081111984
183.09355903961227,283.35648369556617
342.1272222322008,559.8992575033371
264.54266241967247,333.9268853915238
353.7327550293931,307.2272197243929
220.91867323136992,554.5080757056827
354.83103298734227,479.9876245635872
521.5671223995519,322.91189555146445
401.61394125013817,324.7342656610044
303.9224860722536,232.22301105150473
471.3853624680028,215.28685619758616
471.6199812579264,750.3008072682896
388.78323230106724,292.818155146829
525.3325092042242,195.14102274263067
482.6286490950687,351.09710720579716
678.2818774035131,285.5689840359269
553.899967579045,547.5884472718408
493.2692920178761,520.8639441792976
358.03834270968366,573.1721350859278
391.9280378800978,530.6304158705581
493.1557326204646,209.63597301997385
461.128598748529,268.9110640945569
490.45603730387467,451.21376586730213
227.5663237263823,516.031999275192
436.70596186034317,696.2860937693816
765.8574851678068,772.0902907659498
308.69249955553835,510.3864877600893
374.9538908333202,510.61708857462
453.94684649084826,682.1589837557999
219.64376931051558,324.9683541735541
330.2433117225713,454.8212962818008
252.54169748382455,703.3439399030034
402.5883422357028,302.57000437672957
179.9258270510909,301.0174207840339
350.69680595119405,649.7712003541463
352.3820978565662,258.1231812697976
300.5396876524954,342.02110869354453
314.5813289540964,667.4730894891535
543.7756152931623,327.3473589499692
502.366999185932,339.6502366403831
380.38829502340457,459.44725908371475
479.36684443880273,282.43549305544167
311.2185621278489,521.7580039518155
382.47657663147294,495.1737611814851
428.8240898862894,547.1860305716532
427.3468475185775,447.993784008779
399.18613016048175,506.81523009004667
315.1246944923176,375.5875579768779
349.2780345592134,480.9356182373711
296.82815777530493,548.1573420213796
400.0686502001678,269.8617342398255
387.7063316830993,552.5646855158185
567.4451963125366,541.0777671707522
320.74299250499,488.240726716153
321.322944516251,280.8562565872839
-54.962129729729135,124.35788621890178
105.22165359491824,224.19412220672217
646.7851041825957,331.59308248491624
464.52687984229664,551.9477707399424
264.5789325143251,680.4501309919646
331.9614410310378,316.40929460488564
439.3355208762747,250.55718610124958
381.42872652220154,470.7752845485632
628.0709749278936,274.5534769378722
441.881534902583,267.8260856975289
415.9793281072091,328.05183200459436
358.6960498955267,483.85233463835783
463.442032197534,313.87040980328413
436.6279052077109,493.2773261309898
297.8935275571781,354.16403704529887
456.980601427099,311.3557119027407
183.7455541637324,278.7969378864997
127.6829457757118,542.022834674932
356.44112263666335,278.8304913243701
468.249259237488,314.5403585084939
