0.2789,0.3508,0.3984,0.4360,0.4676,0.4950
0.3174,0.3982,0.4510,0.4925,0.5274,0.5577
0.3421,0.4283,0.4839,0.5272,0.5635,0.5952
0.3602,0.4499,0.5071,0.5512,0.5881,0.6203
0.3745,0.4667,0.5247,0.5691,0.6061,0.6383
0.3860,0.4802,0.5387,0.5830,0.6197,0.6516
0.3957,0.4912,0.5499,0.5938,0.6300,0.6613
0.4039,0.5005,0.5591,0.6025,0.6380,0.6685
0.4111,0.5084,0.5668,0.6096,0.6443,0.6739
0.4174,0.5153,0.5733,0.6153,0.6492,0.6778
0.4230,0.5212,0.5787,0.6199,0.6528,0.6804
0.4279,0.5263,0.5832,0.6234,0.6553,0.6818
0.4323,0.5308,0.5869,0.6262,0.6570,0.6825
0.4364,0.5348,0.5902,0.6285,0.6582,0.6825
0.4401,0.5383,0.5929,0.6301,0.6587,0.6819
0.4434,0.5413,0.5950,0.6311,0.6586,0.6806
0.4463,0.5440,0.5967,0.6318,0.6581,0.6790
0.4490,0.5463,0.5980,0.6319,0.6571,0.6769
0.4515,0.5483,0.5990,0.6317,0.6558,0.6745
0.4537,0.5499,0.5995,0.6311,0.6541,0.6717
0.4557,0.5512,0.5997,0.6302,0.6519,0.6684
0.4575,0.5522,0.5996,0.6288,0.6494,0.6649
0.4590,0.5529,0.5991,0.6271,0.6466,0.6610
0.4603,0.5533,0.5983,0.6252,0.6435,0.6570
0.4615,0.5534,0.5972,0.6228,0.6401,0.6526
0.4624,0.5532,0.5958,0.6202,0.6364,0.6479
0.4631,0.5527,0.5940,0.6172,0.6323,0.6430
0.4636,0.5520,0.5919,0.6139,0.6280,0.6379
0.4639,0.5508,0.5892,0.6101,0.6232,0.6324
