0.3522,0.4006,0.4420,0.4783,0.5099,0.5371
0.3522,0.4006,0.4421,0.4783,0.5099,0.5371
0.3682,0.4173,0.4592,0.4959,0.5280,0.5560
0.4001,0.4502,0.4920,0.5287,0.5610,0.5897
0.4241,0.4744,0.5155,0.5513,0.5830,0.6114
0.4426,0.4927,0.5330,0.5677,0.5983,0.6257
0.4574,0.5070,0.5464,0.5801,0.6094,0.6356
0.4691,0.5183,0.5568,0.5894,0.6175,0.6425
0.4788,0.5275,0.5651,0.5966,0.6236,0.6474
0.4869,0.5351,0.5719,0.6023,0.6281,0.6508
0.4937,0.5414,0.5773,0.6067,0.6315,0.6532
0.4996,0.5466,0.5817,0.6101,0.6338,0.6544
0.5046,0.5511,0.5853,0.6127,0.6354,0.6550
0.5089,0.5548,0.5882,0.6147,0.6364,0.6550
0.5126,0.5579,0.5906,0.6162,0.6370,0.6546
0.5159,0.5605,0.5924,0.6172,0.6371,0.6538
0.5187,0.5628,0.5939,0.6177,0.6368,0.6527
0.5211,0.5645,0.5949,0.6179,0.6362,0.6513
0.5232,0.5660,0.5956,0.6178,0.6353,0.6496
0.5249,0.5671,0.5960,0.6174,0.6341,0.6478
0.5265,0.5680,0.5961,0.6168,0.6328,0.6458
0.5277,0.5685,0.5959,0.6159,0.6312,0.6436
0.5287,0.5688,0.5955,0.6147,0.6294,0.6411
0.5295,0.5689,0.5948,0.6134,0.6274,0.6385
0.5301,0.5687,0.5939,0.6118,0.6252,0.6357
0.5305,0.5683,0.5928,0.6100,0.6228,0.6327
0.5306,0.5677,0.5915,0.6080,0.6201,0.6294
0.5305,0.5668,0.5898,0.6056,0.6171,0.6259
0.5302,0.5657,0.5879,0.6030,0.6139,0.6222
