0.4363,0.4879,0.5191,0.5429,0.5645,0.5818
0.4395,0.4910,0.5224,0.5461,0.5675,0.5844
0.4427,0.4941,0.5255,0.5489,0.5700,0.5870
0.4458,0.4973,0.5286,0.5520,0.5725,0.5894
0.4488,0.5001,0.5316,0.5549,0.5751,0.5918
0.4519,0.5035,0.5348,0.5575,0.5775,0.5942
0.4554,0.5069,0.5376,0.5603,0.5800,0.5964
0.4581,0.5098,0.5404,0.5626,0.5821,0.5983
0.4610,0.5125,0.5431,0.5651,0.5844,0.6003
0.4640,0.5156,0.5455,0.5673,0.5864,0.6020
0.4672,0.5185,0.5481,0.5696,0.5885,0.6039
0.4700,0.5211,0.5506,0.5717,0.5902,0.6053
0.4730,0.5236,0.5524,0.5732,0.5915,0.6062
0.4757,0.5259,0.5544,0.5748,0.5927,0.6072
0.4784,0.5283,0.5562,0.5761,0.5936,0.6078
0.4808,0.5303,0.5577,0.5775,0.5945,0.6084
0.4833,0.5323,0.5594,0.5787,0.5952,0.6087
0.4856,0.5341,0.5606,0.5795,0.5954,0.6085
0.4877,0.5356,0.5614,0.5798,0.5953,0.6082
0.4898,0.5369,0.5621,0.5799,0.5949,0.6072
0.4917,0.5379,0.5623,0.5794,0.5940,0.6059
0.4931,0.5386,0.5624,0.5788,0.5929,0.6042
0.4943,0.5387,0.5616,0.5775,0.5909,0.6017
0.4949,0.5382,0.5605,0.5755,0.5882,0.5986
0.4954,0.5372,0.5586,0.5729,0.5848,0.5947
0.4950,0.5356,0.5560,0.5695,0.5809,0.5901
0.4938,0.5331,0.5524,0.5651,0.5756,0.5842
0.4920,0.5292,0.5475,0.5593,0.5692,0.5770
0.4891,0.5249,0.5417,0.5527,0.5616,0.5688
0.4851,0.5186,0.5343,0.5442,0.5523,0.5586
0.4797,0.5107,0.5250,0.5338,0.5410,0.5466
0.4725,0.5006,0.5131,0.5208,0.5270,0.5319
0.4625,0.4878,0.4986,0.5050,0.5103,0.5143
0.4494,0.4715,0.4805,0.4858,0.4899,0.4930
0.4317,0.4500,0.4571,0.4612,0.4643,0.4665
0.4080,0.4223,0.4275,0.4303,0.4323,0.4338
0.3751,0.3850,0.3885,0.3900,0.3912,0.3920
0.3277,0.3335,0.3353,0.3360,0.3365,0.3369
0.2517,0.2540,0.2546,0.2548,0.2549,0.2550
0.1149,0.1153,0.1154,0.1154,0.1154,0.1154
