Confidence Threshold,1,2,3,4,5,6,7,8,9
0.2,0.07363756033127934,0.17843892190933056,0.2729323481611753,0.35484560574937496,0.4326092588872314,0.5010486719725622,0.5559038948278948,0.600256502987673,0.6410708160036294
0.22,0.07537419314664745,0.18186682985507405,0.2792002303211748,0.3645645224788512,0.4455623244467155,0.5150234748335689,0.565614108324952,0.6098305976991912,0.6534256682979254
0.24,0.07799926148752631,0.18548123422649535,0.2859731830725295,0.3734279046988048,0.4541355093311431,0.5248943208946002,0.5778882769296722,0.6198757997525624,0.6631550234437085
0.26,0.07954784216598569,0.18977411873249964,0.29245703096074815,0.383014238154156,0.46549241053105,0.5384011566337733,0.5924028459608,0.6337334678925552,0.6743892761588343
0.27999999999999997,0.07990928195265636,0.1924622894278868,0.2945307102386227,0.38914996643666766,0.475800234739315,0.5521603891757861,0.6061081138617465,0.6457172295304476,0.6850790317522244
0.29999999999999993,0.0814337883187265,0.19823221694940005,0.3039747001588451,0.4027044952104423,0.49175675562054644,0.5684779888622944,0.6216758440782091,0.6599803339842949,0.6973517850201405
0.31999999999999995,0.08304033373683498,0.2046629386161198,0.3135128334781922,0.41451098405480624,0.5047243382443966,0.583785456489631,0.6364402767883198,0.6744873458081748,0.7105791100889984
0.33999999999999997,0.0839865060768716,0.20811310388107557,0.317368668081604,0.4210357495800769,0.5134181014423354,0.5937840377283832,0.6463091455460365,0.6841869445042656,0.7185121843656278
0.35999999999999993,0.08483360433328001,0.2108919968350282,0.3246195059431743,0.42804443810960036,0.5200702609406468,0.6002734867811623,0.6543268998836356,0.693374499973268,0.7254510903215832
0.3799999999999999,0.08645797006822101,0.21538519201729722,0.33061736763108374,0.43832824562590844,0.5334212602568403,0.6108814158134346,0.6637847549014196,0.7009803311197568,0.7329017015562718
0.3999999999999999,0.08850570008356189,0.22083625799576903,0.3374089224691898,0.44789892869916154,0.542604637948878,0.6204848363944127,0.6738943987943323,0.7087852330615351,0.7396847997003668
0.41999999999999993,0.08950226991153891,0.22379889795682228,0.3413646435045764,0.4538975086870226,0.5482919654860262,0.6242850031763189,0.6777555686780175,0.7105350713710639,0.7394162447530048
0.4399999999999999,0.09134128063774312,0.2264685531381211,0.3457246086682832,0.4595954272176071,0.5534148750045221,0.6264372385798119,0.6782206975940057,0.709250601817679,0.7341748590997154
0.4599999999999999,0.09302267275432317,0.22891437916878035,0.348195167621894,0.4628445841203435,0.5566050444921077,0.6281588075881995,0.6778053580507365,0.7040493875987991,0.7278937816393003
0.47999999999999987,0.09436098534201862,0.2316727348471967,0.35086418304169253,0.4649412031371845,0.5602318648761269,0.629878808433502,0.6756448837685424,0.6993993884483535,0.7200633956835517
0.49999999999999983,0.09597025810003192,0.23373222360329085,0.35245261146303114,0.4659179028710121,0.5569372902807195,0.6236553656106183,0.6655403195585003,0.6877282368116209,0.7061236997568856
0.5199999999999998,0.09670855580814995,0.2353385065197137,0.35106771205319154,0.46072327344264696,0.549309395951151,0.614468092269845,0.6513648055974598,0.6714832922385505,0.6875131270500865
0.5399999999999998,0.09751211366912478,0.23608497848744303,0.34815227398842075,0.4575019368329459,0.539718149532335,0.6012176170909868,0.6354352722535194,0.652358035222843,0.6650800304748075
0.5599999999999998,0.09640346200894587,0.2362807597545308,0.34783191779574585,0.45152632712451485,0.5290004762784515,0.5840389967322858,0.6158287477929739,0.6278197075216914,0.6386376990612248
0.5799999999999998,0.09609566250237428,0.23299428071073133,0.3419386238062583,0.4398473761867687,0.5138894658103219,0.5647191463427714,0.5929630363185958,0.6036855947106813,0.6116274100412356
0.5999999999999999,0.09683505498034739,0.23130622234769022,0.33533225164244224,0.4292721229221274,0.4986365427892958,0.5436632947523955,0.5661759788679392,0.5755474345839836,0.582729096775174
0.6199999999999999,0.09733882927596549,0.22909877496883196,0.3295687548978116,0.4158881119495294,0.47898119304108205,0.5182839021983624,0.5384710511633077,0.5456512104855137,0.549694994623661
0.6399999999999998,0.09709063072143553,0.22648064260227782,0.32207587540421706,0.3997295271629126,0.4565576339439793,0.491776821308356,0.5088131200615682,0.5144269987011049,0.517856947193907
0.6599999999999997,0.09667889113965215,0.22424337429403676,0.3130311941384995,0.3838463206110344,0.4333819175281665,0.4638168599754075,0.47580798036354743,0.4797988729005658,0.48282537413447557
0.6799999999999997,0.0967871800338354,0.22073640111112813,0.30396016074326965,0.36718900970163515,0.40968104936652616,0.4319816448115218,0.44168332444540004,0.4449904863473305,0.4473079246830221
0.6999999999999997,0.09538090775938068,0.21340549895570793,0.2890534494426353,0.34327382434789383,0.3787171685751447,0.39689080020862466,0.40464250805063906,0.4072574149259988,0.40830039236409854
0.7199999999999998,0.09462716769213037,0.20746172059294882,0.27546967735943767,0.32011405541914056,0.3475652233224007,0.3610821204186327,0.3673909830880636,0.36872288673435855,0.36923978574525623
