0.3057,0.3563,0.3872,0.4156,0.4321,0.4437
0.3080,0.3593,0.3908,0.4191,0.4356,0.4471
0.3100,0.3621,0.3936,0.4222,0.4388,0.4504
0.3124,0.3654,0.3972,0.4257,0.4423,0.4540
0.3149,0.3685,0.4004,0.4293,0.4457,0.4574
0.3171,0.3716,0.4039,0.4331,0.4496,0.4614
0.3196,0.3747,0.4071,0.4367,0.4534,0.4651
0.3219,0.3777,0.4107,0.4405,0.4573,0.4690
0.3241,0.3808,0.4143,0.4444,0.4613,0.4729
0.3267,0.3846,0.4187,0.4488,0.4657,0.4774
0.3292,0.3882,0.4226,0.4528,0.4699,0.4817
0.3323,0.3920,0.4268,0.4575,0.4745,0.4865
0.3357,0.3961,0.4314,0.4621,0.4793,0.4913
0.3389,0.3999,0.4357,0.4669,0.4841,0.4962
0.3421,0.4040,0.4406,0.4718,0.4891,0.5011
0.3457,0.4087,0.4457,0.4770,0.4944,0.5063
0.3497,0.4136,0.4508,0.4827,0.5002,0.5119
0.3535,0.4188,0.4568,0.4884,0.5057,0.5174
0.3574,0.4241,0.4622,0.4939,0.5111,0.5228
0.3616,0.4292,0.4678,0.4998,0.5170,0.5289
0.3656,0.4345,0.4740,0.5059,0.5230,0.5350
0.3699,0.4408,0.4808,0.5122,0.5292,0.5412
0.3753,0.4472,0.4870,0.5185,0.5354,0.5472
0.3804,0.4538,0.4938,0.5253,0.5419,0.5534
0.3856,0.4605,0.5012,0.5325,0.5485,0.5599
0.3905,0.4670,0.5078,0.5386,0.5544,0.5654
0.3967,0.4742,0.5148,0.5451,0.5604,0.5709
0.4028,0.4812,0.5219,0.5512,0.5657,0.5761
0.4085,0.4879,0.5280,0.5561,0.5699,0.5800
0.4147,0.4941,0.5340,0.5608,0.5741,0.5835
0.4203,0.5002,0.5383,0.5638,0.5759,0.5847
0.4254,0.5044,0.5409,0.5645,0.5755,0.5837
0.4295,0.5070,0.5409,0.5621,0.5719,0.5791
0.4314,0.5065,0.5374,0.5556,0.5638,0.5700
0.4296,0.4998,0.5271,0.5420,0.5487,0.5534
0.4208,0.4842,0.5062,0.5177,0.5226,0.5258
0.3983,0.4509,0.4675,0.4751,0.4783,0.4802
0.3388,0.3766,0.3863,0.3905,0.3918,0.3927
0.1730,0.1929,0.1975,0.1992,0.1996,0.1998
0.0419,0.0487,0.0500,0.0504,0.0505,0.0505
